index,awy_weight,sde_weight,sdl_weight,awy_score,sde_score,sdl_score,esm_case,input_budget,input_2,input_1,input_spat,port_rast,AWY_1_rast_delta_abs,SDE_2_rast_delta_abs,SDL_3_rast_delta_abs
189,0.25,0.75,0.0,1.476177,0.21739,1.048821,5,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_4_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_4_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_4_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_4_6_5_4_6.25e+08.tif
190,0.0,1.0,0.0,-3.912007,0.756051,4.372633,5,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_5_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_5_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_5_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_5_6_5_4_6.25e+08.tif
191,0.75,0.0,0.25,1.797204,0.072362,0.357213,5,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_6_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_6_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_6_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_6_6_5_4_6.25e+08.tif
192,0.5,0.25,0.25,1.398727,0.235716,1.227905,5,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_7_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_7_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_7_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_7_6_5_4_6.25e+08.tif
193,0.25,0.5,0.25,0.295182,0.721584,4.196756,5,1250000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_8_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_8_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_8_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_8_6_5_4_1.25e+09.tif
194,0.0,0.75,0.25,-6.049481,1.034332,6.386181,5,1250000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_9_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_9_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_9_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_9_6_5_4_1.25e+09.tif
195,0.0,0.25,0.75,-6.25186,1.021103,6.406663,5,1250000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_14_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_14_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_14_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_14_6_5_4_1.25e+09.tif
196,1.0,0.0,0.0,4.686644,0.000301,0.004015,5,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_1_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_1_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_1_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_1_6_5_4_1.875e+09.tif
197,0.75,0.25,0.0,4.684,0.001306,0.007924,5,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_2_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_2_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_2_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_2_6_5_4_1.875e+09.tif
198,0.5,0.5,0.0,4.65255,0.044675,0.195709,5,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_3_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_3_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_3_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_3_6_5_4_1.875e+09.tif
199,0.25,0.75,0.0,4.175832,0.288637,1.41644,5,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_4_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_4_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_4_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_4_6_5_4_1.875e+09.tif
200,0.0,1.0,0.0,-6.767397,1.257025,7.612626,5,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_5_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_5_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_5_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_5_6_5_4_1.875e+09.tif
201,0.75,0.0,0.25,4.504381,0.141044,0.73948,5,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_6_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_6_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_6_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_6_6_5_4_1.875e+09.tif
202,0.5,0.25,0.25,4.076364,0.309108,1.670682,5,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_7_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_7_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_7_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_7_6_5_4_1.875e+09.tif
203,0.25,0.5,0.25,1.072017,0.821947,4.842178,5,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_8_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_8_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_8_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_8_6_5_4_1.875e+09.tif
204,0.0,0.75,0.25,-7.391537,1.241916,7.788672,5,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_9_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_9_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_9_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_9_6_5_4_1.875e+09.tif
205,0.5,0.0,0.5,2.534415,0.612661,3.574261,5,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_10_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_10_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_10_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_10_6_5_4_1.875e+09.tif
206,0.25,0.25,0.5,-1.952102,1.086409,6.658523,5,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_11_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_11_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_11_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_11_6_5_4_1.875e+09.tif
207,0.0,0.5,0.5,-7.55727,1.232572,7.807784,5,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_12_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_12_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_12_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_12_6_5_4_1.875e+09.tif
208,0.25,0.0,0.75,-3.391604,1.165765,7.252676,5,1875000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_13_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_13_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_13_6_5_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_13_6_5_4_1.875e+09.tif
209,1.0,0.0,0.0,3.365634,0.000123,0.000591,5,1250000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_1_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_1_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_1_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_1_6_5_4_1.25e+09.tif
210,0.75,0.25,0.0,3.365634,0.000123,0.000591,5,1250000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_2_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_2_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_2_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_2_6_5_4_1.25e+09.tif
211,0.25,0.25,0.5,-2.068401,0.934807,5.652937,5,1250000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_11_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_11_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_11_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_11_6_5_4_1.25e+09.tif
212,0.25,0.5,0.25,-0.615194,0.593017,3.389687,5,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_8_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_8_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_8_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_8_6_5_4_6.25e+08.tif
213,0.0,0.75,0.25,-4.341734,0.744929,4.50242,5,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_9_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_9_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_9_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_9_6_5_4_6.25e+08.tif
214,0.5,0.0,0.5,1.367121,0.564769,3.268299,5,1250000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_10_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_10_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_10_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_10_6_5_4_1.25e+09.tif
215,0.75,0.25,0.0,1.889469,4.2e-05,0.000318,5,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_2_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_2_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_2_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_2_6_5_4_6.25e+08.tif
216,0.0,0.5,0.5,-6.192081,1.025364,6.403948,5,1250000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_12_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_12_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_12_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_12_6_5_4_1.25e+09.tif
217,0.25,0.0,0.75,-2.758575,0.968393,5.927186,5,1250000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_13_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_13_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_13_6_5_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_13_6_5_4_1.25e+09.tif
218,1.0,0.0,0.0,1.889469,4.2e-05,0.000318,5,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_1_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_1_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_1_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_1_6_5_4_6.25e+08.tif
219,0.5,0.0,0.5,0.339863,0.452936,2.569498,5,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_10_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_10_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_10_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_10_6_5_4_6.25e+08.tif
220,0.25,0.25,0.5,-1.491606,0.669595,3.948161,5,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_11_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_11_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_11_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_11_6_5_4_6.25e+08.tif
221,0.0,0.5,0.5,-4.409699,0.73823,4.515142,5,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_12_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_12_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_12_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_12_6_5_4_6.25e+08.tif
222,0.25,0.0,0.75,-2.008128,0.69534,4.154821,5,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_13_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_13_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_13_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_13_6_5_4_6.25e+08.tif
223,0.0,0.25,0.75,-4.515904,0.733597,4.518203,5,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_14_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_14_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_14_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_14_6_5_4_6.25e+08.tif
224,0.0,0.0,1.0,-4.519297,0.73135,4.518545,5,625000000.0,5.0,2,0,Maragua_maps/soln_4_Maragua_15_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_15_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_15_6_5_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_15_6_5_4_6.25e+08.tif
225,0.5,0.5,0.0,4.577887,0.151912,0.508603,6,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_3_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_3_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_3_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_3_6_6_4_1.875e+09.tif
226,0.25,0.75,0.0,3.392496,0.738793,2.611996,6,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_4_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_4_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_4_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_4_6_6_4_1.875e+09.tif
227,1.0,0.0,0.0,4.686644,0.000772,0.004015,6,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_1_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_1_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_1_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_1_6_6_4_1.875e+09.tif
228,0.75,0.25,0.0,4.683864,0.006719,0.02286,6,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_2_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_2_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_2_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_2_6_6_4_1.875e+09.tif
229,0.0,0.0,1.0,-7.643194,2.063456,7.812259,6,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_15_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_15_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_15_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_15_6_6_4_1.875e+09.tif
230,0.5,0.5,0.0,3.295779,0.093553,0.309929,6,1250000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_3_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_3_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_3_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_3_6_6_4_1.25e+09.tif
231,0.0,1.0,0.0,-7.249255,2.07439,7.763691,6,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_5_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_5_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_5_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_5_6_6_4_1.875e+09.tif
232,0.0,0.25,0.75,-7.615099,2.065273,7.812002,6,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_14_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_14_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_14_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_14_6_6_4_1.875e+09.tif
233,0.75,0.0,0.25,4.504381,0.212846,0.73948,6,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_6_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_6_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_6_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_6_6_6_4_1.875e+09.tif
234,0.5,0.25,0.25,3.971786,0.519553,1.840532,6,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_7_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_7_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_7_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_7_6_6_4_1.875e+09.tif
235,0.25,0.75,0.0,2.076577,0.697316,2.459957,6,1250000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_4_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_4_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_4_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_4_6_6_4_1.25e+09.tif
236,0.0,1.0,0.0,-5.918115,1.711288,6.368782,6,1250000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_5_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_5_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_5_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_5_6_6_4_1.25e+09.tif
237,0.0,0.25,0.75,-6.262234,1.702828,6.406838,6,1250000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_14_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_14_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_14_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_14_6_6_4_1.25e+09.tif
238,0.0,0.0,1.0,-6.281254,1.701286,6.407083,6,1250000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_15_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_15_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_15_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_15_6_6_4_1.25e+09.tif
239,0.5,0.5,0.0,1.831762,0.074372,0.245025,6,625000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_3_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_3_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_3_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_3_6_6_4_6.25e+08.tif
240,0.25,0.75,0.0,0.85323,0.565722,1.976212,6,625000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_4_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_4_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_4_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_4_6_6_4_6.25e+08.tif
241,0.0,1.0,0.0,-4.25454,1.216389,4.489278,6,625000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_5_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_5_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_5_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_5_6_6_4_6.25e+08.tif
242,0.75,0.0,0.25,1.797204,0.105555,0.357213,6,625000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_6_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_6_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_6_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_6_6_6_4_6.25e+08.tif
243,0.5,0.25,0.25,1.30144,0.397068,1.385422,6,625000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_7_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_7_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_7_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_7_6_6_4_6.25e+08.tif
244,0.25,0.5,0.25,-0.988458,1.010508,3.666245,6,625000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_8_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_8_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_8_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_8_6_6_4_6.25e+08.tif
245,0.0,0.75,0.25,-4.380422,1.213886,4.512421,6,625000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_9_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_9_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_9_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_9_6_6_4_6.25e+08.tif
246,0.5,0.0,0.5,0.339863,0.71458,2.569498,6,625000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_10_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_10_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_10_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_10_6_6_4_6.25e+08.tif
247,0.25,0.25,0.5,-1.570823,1.088167,3.9847,6,625000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_11_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_11_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_11_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_11_6_6_4_6.25e+08.tif
248,0.0,0.5,0.5,-4.460486,1.211299,4.51698,6,625000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_12_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_12_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_12_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_12_6_6_4_6.25e+08.tif
249,0.25,0.0,0.75,-2.008128,1.128968,4.154821,6,625000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_13_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_13_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_13_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_13_6_6_4_6.25e+08.tif
250,0.0,0.25,0.75,-4.516256,1.209362,4.518311,6,625000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_14_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_14_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_14_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_14_6_6_4_6.25e+08.tif
251,0.0,0.0,1.0,-4.519297,1.208008,4.518545,6,625000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_15_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_awy_4_Maragua_15_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_sed_4_Maragua_15_6_6_4_6.25e+08.tif,Maragua_maps/mv_rast_soil_4_Maragua_15_6_6_4_6.25e+08.tif
252,0.75,0.25,0.0,3.365634,0.000227,0.000591,6,1250000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_2_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_2_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_2_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_2_6_6_4_1.25e+09.tif
253,0.5,0.25,0.25,2.633811,0.485383,1.713601,6,1250000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_7_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_7_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_7_6_6_4_1.25e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_7_6_6_4_1.25e+09.tif
254,0.25,0.5,0.25,0.231143,1.479328,5.439544,6,1875000000.0,5.0,4,0,Maragua_maps/soln_4_Maragua_8_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_awy_4_Maragua_8_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_sed_4_Maragua_8_6_6_4_1.875e+09.tif,Maragua_maps/mv_rast_soil_4_Maragua_8_6_6_4_1.875e+09.tif
